reduction_type,benchmark,query,input_count,output_count
semi,tpch,TPC-H 02,100000,20042
semi,tpch,TPC-H 02,8000000,31496
semi,tpch,TPC-H 02,31496,6258
semi,tpch,TPC-H 03,32559112,299650
semi,tpch,TPC-H 04,59986052,2297233
semi,tpch,TPC-H 05,100000,20051
semi,tpch,TPC-H 05,59986052,12029389
semi,tpch,TPC-H 05,12029389,1828106
semi,tpch,TPC-H 07,1500000,119279
semi,tpch,TPC-H 07,100000,8054
semi,tpch,TPC-H 07,18230325,1469197
semi,tpch,TPC-H 07,15000000,1191905
semi,tpch,TPC-H 07,1469197,116874
semi,tpch,TPC-H 08,4557513,119026
semi,tpch,TPC-H 09,8000000,432928
semi,tpch,TPC-H 10,14808183,1079287
semi,tpch,TPC-H 12,15000000,291762
semi,tpch,TPC-H 16,8000000,1191152
semi,tpch,TPC-H 17,59986052,59460
semi,tpch,TPC-H 19,2141904,5056
semi,tpch,TPC-H 20,9106637,98770
semi,tpch,TPC-H 20,98770,98770
semi,tpch,TPC-H 21,59986052,2405258
semi,tpch,TPC-H 21,59986052,3462257
prototype,tpch,TPC-H 02,100000,20042
prototype,tpch,TPC-H 02,8000000,246088
prototype,tpch,TPC-H 02,246088,86419
prototype,tpch,TPC-H 03,32559112,32559112
prototype,tpch,TPC-H 04,59986052,59986052
prototype,tpch,TPC-H 05,100000,20051
prototype,tpch,TPC-H 05,59986052,20964797
prototype,tpch,TPC-H 05,20964797,20964797
prototype,tpch,TPC-H 07,100000,8054
prototype,tpch,TPC-H 07,18230325,1831902
prototype,tpch,TPC-H 07,1500000,119279
prototype,tpch,TPC-H 07,15000000,14849283
prototype,tpch,TPC-H 07,1831902,1831902
prototype,tpch,TPC-H 08,4557513,4557513
prototype,tpch,TPC-H 09,8000000,7848216
prototype,tpch,TPC-H 10,14808183,14808183
prototype,tpch,TPC-H 12,15000000,15000000
prototype,tpch,TPC-H 16,8000000,8000000
prototype,tpch,TPC-H 17,59986052,97636
prototype,tpch,TPC-H 19,2141904,20689
prototype,tpch,TPC-H 20,9106637,2305849
prototype,tpch,TPC-H 20,2305849,2144708
prototype,tpch,TPC-H 21,59986052,2596380
prototype,tpch,TPC-H 21,59986052,59986052
legacy,tpch,TPC-H 02,100000,20042
legacy,tpch,TPC-H 02,8000000,61396
legacy,tpch,TPC-H 02,61396,12239
legacy,tpch,TPC-H 03,32559112,32456487
legacy,tpch,TPC-H 04,59986052,53519330
legacy,tpch,TPC-H 05,100000,20051
legacy,tpch,TPC-H 05,59986052,12029389
legacy,tpch,TPC-H 05,12029389,12028377
legacy,tpch,TPC-H 07,100000,8054
legacy,tpch,TPC-H 07,18230325,1469197
legacy,tpch,TPC-H 07,1500000,119279
legacy,tpch,TPC-H 07,15000000,1848700
legacy,tpch,TPC-H 07,1469197,1456582
legacy,tpch,TPC-H 08,4557513,3553579
legacy,tpch,TPC-H 09,8000000,822784
legacy,tpch,TPC-H 10,14808183,13198227
legacy,tpch,TPC-H 12,15000000,10109077
legacy,tpch,TPC-H 16,8000000,2156980
legacy,tpch,TPC-H 17,59986052,116332
legacy,tpch,TPC-H 19,2141904,9844
legacy,tpch,TPC-H 20,9106637,191776
legacy,tpch,TPC-H 20,191776,152048
legacy,tpch,TPC-H 21,59986052,2405258
legacy,tpch,TPC-H 21,59986052,56129375
semi,tpcds,01,500000,147716
semi,tpcds,03,28800991,51799
semi,tpcds,03,51799,7852
semi,tpcds,10,1920800,4499
semi,tpcds,10,280942,2457
semi,tpcds,10,540591,5110
semi,tpcds,10,1092669,1717
semi,tpcds,13,250000,165675
semi,tpcds,13,1920800,48313
semi,tpcds,13,7200,677
semi,tpcds,15,500000,44146
semi,tpcds,16,7,4
semi,tpcds,16,12087,4791
semi,tpcds,16,1439749,1952
semi,tpcds,16,14401261,18925
semi,tpcds,17,1594247,123194
semi,tpcds,17,102000,0
semi,tpcds,19,883317,16160
semi,tpcds,19,500000,14107
semi,tpcds,19,250000,13546
semi,tpcds,25,102000,15860
semi,tpcds,25,1498602,38760
semi,tpcds,29,14401261,3776379
semi,tpcds,29,102000,3
semi,tpcds,31,28800991,790723
semi,tpcds,31,28800991,1465918
semi,tpcds,31,7197566,208405
semi,tpcds,31,250000,16757
semi,tpcds,31,7197566,218552
semi,tpcds,31,28800991,839034
semi,tpcds,31,250000,17668
semi,tpcds,31,7197566,384845
semi,tpcds,31,250000,30140
semi,tpcds,32,20,11
semi,tpcds,34,500000,1200
semi,tpcds,35,1920800,426807
semi,tpcds,37,14401261,536
semi,tpcds,39a,133110000,2040000
semi,tpcds,39a,133110000,2040000
semi,tpcds,39b,133110000,2040000
semi,tpcds,39b,133110000,2040000
semi,tpcds,42,28800991,881977
semi,tpcds,42,881977,16100
semi,tpcds,43,28800991,5519143
semi,tpcds,45,500000,17238
semi,tpcds,45,102000,50202
semi,tpcds,48,1920800,120388
semi,tpcds,50,28800991,334371
semi,tpcds,52,28800991,881977
semi,tpcds,52,881977,16100
semi,tpcds,55,879791,15809
semi,tpcds,69,1920800,5903
semi,tpcds,73,500000,14
semi,tpcds,79,500000,70184
semi,tpcds,81,250000,168741
semi,tpcds,81,500000,212868
semi,tpcds,81,212868,10414
semi,tpcds,82,15,6
semi,tpcds,82,28800991,2505
semi,tpcds,84,1920800,837
semi,tpcds,84,2875432,1211
semi,tpcds,85,719217,131885
semi,tpcds,85,131885,10932
semi,tpcds,85,1920800,10396
semi,tpcds,85,10804,1421
semi,tpcds,91,500000,18782
semi,tpcds,92,100,42
semi,tpcds,94,8,3
semi,tpcds,94,7941,1783
semi,tpcds,94,719217,1174
semi,tpcds,94,7197566,11452
semi,tpcds,95,8,3
semi,tpcds,95,7941,1783
semi,tpcds,95,719217,1174
semi,tpcds,95,7197566,11452
prototype,tpcds,01,500000,499500
prototype,tpcds,03,28800991,51799
prototype,tpcds,03,51799,8414
prototype,tpcds,10,1920800,16606
prototype,tpcds,10,280942,4003
prototype,tpcds,10,540591,8265
prototype,tpcds,10,1092669,1755
prototype,tpcds,13,250000,249991
prototype,tpcds,13,1920800,1367926
prototype,tpcds,13,7200,677
prototype,tpcds,15,500000,341555
prototype,tpcds,16,7,4
prototype,tpcds,16,12087,11978
prototype,tpcds,16,1439749,2999
prototype,tpcds,16,14401261,29268
prototype,tpcds,17,1594247,950569
prototype,tpcds,17,102000,0
prototype,tpcds,19,883317,16543
prototype,tpcds,19,500000,63990
prototype,tpcds,19,250000,34229
prototype,tpcds,25,102000,27953
prototype,tpcds,25,1498602,160583
prototype,tpcds,29,14401261,14279919
prototype,tpcds,29,102000,3
prototype,tpcds,31,28800991,1465918
prototype,tpcds,31,28800991,790723
prototype,tpcds,31,28800991,839034
prototype,tpcds,31,7197566,208405
prototype,tpcds,31,250000,49178
prototype,tpcds,31,7197566,218552
prototype,tpcds,31,250000,53584
prototype,tpcds,31,7197566,384845
prototype,tpcds,31,250000,120203
prototype,tpcds,32,20,18
prototype,tpcds,34,500000,1274
prototype,tpcds,35,1920800,1920800
prototype,tpcds,37,14401261,536
prototype,tpcds,39a,133110000,2040000
prototype,tpcds,39a,133110000,2040000
prototype,tpcds,39b,133110000,2040000
prototype,tpcds,39b,133110000,2040000
prototype,tpcds,42,28800991,881977
prototype,tpcds,42,881977,16484
prototype,tpcds,43,28800991,5519143
prototype,tpcds,45,102000,98523
prototype,tpcds,45,500000,91265
prototype,tpcds,48,1920800,1901242
prototype,tpcds,50,28800991,10368399
prototype,tpcds,52,28800991,881977
prototype,tpcds,52,881977,16484
prototype,tpcds,55,879791,16144
prototype,tpcds,69,1920800,31074
prototype,tpcds,73,500000,14
prototype,tpcds,79,500000,453002
prototype,tpcds,81,250000,250000
prototype,tpcds,81,500000,500000
prototype,tpcds,81,500000,57100
prototype,tpcds,82,15,15
prototype,tpcds,82,28800991,2505
prototype,tpcds,84,1920800,928
prototype,tpcds,84,2875432,1331
prototype,tpcds,85,719217,524232
prototype,tpcds,85,524232,511785
prototype,tpcds,85,1920800,113529
prototype,tpcds,85,10804,10120
prototype,tpcds,91,500000,107456
prototype,tpcds,92,100,92
prototype,tpcds,94,7941,6756
prototype,tpcds,94,8,3
prototype,tpcds,94,7197566,11955
prototype,tpcds,94,719217,1219
prototype,tpcds,95,8,3
prototype,tpcds,95,7941,6756
prototype,tpcds,95,719217,1219
prototype,tpcds,95,7197566,11955
legacy,tpcds,01,500000,147716
legacy,tpcds,03,28800991,51799
legacy,tpcds,03,51799,7852
legacy,tpcds,10,1920800,8599
legacy,tpcds,10,280942,2457
legacy,tpcds,10,540591,5110
legacy,tpcds,10,1092669,1717
legacy,tpcds,13,250000,165675
legacy,tpcds,13,1920800,91054
legacy,tpcds,13,7200,677
legacy,tpcds,15,500000,44146
legacy,tpcds,16,12087,4791
legacy,tpcds,16,7,4
legacy,tpcds,16,14401261,37594
legacy,tpcds,16,1439749,3733
legacy,tpcds,17,1594247,123194
legacy,tpcds,17,102000,0
legacy,tpcds,19,883317,16160
legacy,tpcds,19,500000,14107
legacy,tpcds,19,250000,13546
legacy,tpcds,25,1498602,38760
legacy,tpcds,25,102000,15860
legacy,tpcds,29,14401261,3776379
legacy,tpcds,29,102000,3
legacy,tpcds,31,28800991,790723
legacy,tpcds,31,28800991,1465918
legacy,tpcds,31,28800991,839034
legacy,tpcds,31,7197566,208405
legacy,tpcds,31,250000,16757
legacy,tpcds,31,7197566,218552
legacy,tpcds,31,250000,17668
legacy,tpcds,31,7197566,384845
legacy,tpcds,31,250000,30140
legacy,tpcds,32,20,11
legacy,tpcds,34,500000,1200
legacy,tpcds,35,1920800,727821
legacy,tpcds,37,14401261,536
legacy,tpcds,39a,133110000,2040000
legacy,tpcds,39a,133110000,2040000
legacy,tpcds,39b,133110000,2040000
legacy,tpcds,39b,133110000,2040000
legacy,tpcds,42,28800991,881977
legacy,tpcds,42,881977,16100
legacy,tpcds,43,28800991,5519143
legacy,tpcds,45,500000,17238
legacy,tpcds,45,102000,50202
legacy,tpcds,48,1920800,222899
legacy,tpcds,50,28800991,771394
legacy,tpcds,52,28800991,881977
legacy,tpcds,52,881977,16100
legacy,tpcds,55,879791,15809
legacy,tpcds,69,1920800,11240
legacy,tpcds,73,500000,14
legacy,tpcds,79,500000,70184
legacy,tpcds,81,250000,168741
legacy,tpcds,81,500000,212868
legacy,tpcds,81,212868,10414
legacy,tpcds,82,15,6
legacy,tpcds,82,28800991,2505
legacy,tpcds,84,1920800,1588
legacy,tpcds,84,2875432,2326
legacy,tpcds,85,719217,131885
legacy,tpcds,85,131885,20939
legacy,tpcds,85,1920800,19821
legacy,tpcds,85,10804,1421
legacy,tpcds,91,500000,18782
legacy,tpcds,92,100,42
legacy,tpcds,94,8,3
legacy,tpcds,94,7941,1783
legacy,tpcds,94,719217,1174
legacy,tpcds,94,7197566,11452
legacy,tpcds,95,8,3
legacy,tpcds,95,7941,1783
legacy,tpcds,95,719217,1174
legacy,tpcds,95,7197566,11452
semi,joinorder,10a,3140339,155
semi,joinorder,10a,1012920,54
semi,joinorder,10b,391666,817
semi,joinorder,10b,1435439,1687
semi,joinorder,10b,3140339,0
semi,joinorder,10c,1435439,516437
semi,joinorder,10c,3140339,1
semi,joinorder,10c,1749032,6
semi,joinorder,11a,29997,250
semi,joinorder,11a,1271989,91
semi,joinorder,11a,910581,22
semi,joinorder,11a,234997,32
semi,joinorder,11b,29997,250
semi,joinorder,11b,1271989,80
semi,joinorder,11b,234997,37
semi,joinorder,11b,36,1
semi,joinorder,11c,2609129,23709
semi,joinorder,11c,4523930,200679
semi,joinorder,11c,29997,270
semi,joinorder,11c,2528312,4
semi,joinorder,11d,29997,1414
semi,joinorder,11d,2528312,181
semi,joinorder,11d,2609129,902
semi,joinorder,11d,234997,222
semi,joinorder,12a,52629,11398
semi,joinorder,12a,2609129,10579
semi,joinorder,12a,445860,437
semi,joinorder,12a,84843,347
semi,joinorder,12b,2528312,10
semi,joinorder,12b,14835720,581
semi,joinorder,12b,2609129,33
semi,joinorder,12c,192839,40950
semi,joinorder,12c,2609129,117966
semi,joinorder,12c,1042800,6387
semi,joinorder,12c,84843,2818
semi,joinorder,13a,2528312,459925
semi,joinorder,13a,14835720,312596
semi,joinorder,13b,2528312,459925
semi,joinorder,13b,2609129,1354883
semi,joinorder,13b,84843,58
semi,joinorder,13b,14835720,967
semi,joinorder,13c,2609129,181
semi,joinorder,13c,84843,34
semi,joinorder,13c,1380035,57
semi,joinorder,13c,14835720,142
semi,joinorder,13d,2528312,459925
semi,joinorder,13d,2609129,1354883
semi,joinorder,13d,84843,30702
semi,joinorder,13d,14835720,2345470
semi,joinorder,14a,391666,89953
semi,joinorder,14a,1380035,25825
semi,joinorder,14a,4523930,70379
semi,joinorder,14b,373409,166534
semi,joinorder,14b,4523930,1339896
semi,joinorder,14b,391666,242
semi,joinorder,14c,1380035,640551
semi,joinorder,14c,4523930,2199635
semi,joinorder,14c,1012920,3214
semi,joinorder,15a,361472,111
semi,joinorder,15a,2528312,1755
semi,joinorder,15a,61664,42
semi,joinorder,15a,4523930,182
semi,joinorder,15b,716259,254
semi,joinorder,15b,254,73
semi,joinorder,15b,361472,111
semi,joinorder,15b,4523930,37
semi,joinorder,15c,2528312,1767
semi,joinorder,15c,361472,115
semi,joinorder,15c,2609129,242
semi,joinorder,15c,4523930,694
semi,joinorder,15d,2528312,10581
semi,joinorder,15d,361472,557
semi,joinorder,15d,2609129,1225
semi,joinorder,15d,4523930,2229
semi,joinorder,16a,2609129,148487
semi,joinorder,16a,36244344,747526
semi,joinorder,16a,4167491,322169
semi,joinorder,16a,901343,227167
semi,joinorder,16a,68245,16
semi,joinorder,16b,2609129,148487
semi,joinorder,16b,36244344,747526
semi,joinorder,16b,4167491,322169
semi,joinorder,16b,901343,227167
semi,joinorder,16b,2528312,23622
semi,joinorder,16c,2609129,148487
semi,joinorder,16c,36244344,747526
semi,joinorder,16c,4167491,322169
semi,joinorder,16c,901343,227167
semi,joinorder,16c,946906,3845
semi,joinorder,16d,2609129,148487
semi,joinorder,16d,36244344,747526
semi,joinorder,16d,4167491,322169
semi,joinorder,16d,901343,227167
semi,joinorder,16d,692556,3063
semi,joinorder,17a,36244344,1037924
semi,joinorder,17a,2528312,40811
semi,joinorder,17a,343399,39048
semi,joinorder,17a,2609129,117207
semi,joinorder,17b,36244344,1037924
semi,joinorder,17b,36174,3255
semi,joinorder,17b,2609129,146204
semi,joinorder,17b,2528312,4495
semi,joinorder,17c,36244344,1037924
semi,joinorder,17c,2664,152
semi,joinorder,17c,2609129,146204
semi,joinorder,17c,2528312,184
semi,joinorder,17d,36244344,1037924
semi,joinorder,17d,2528312,40811
semi,joinorder,17d,5216,699
semi,joinorder,17d,2609129,9853
semi,joinorder,17e,2609129,148487
semi,joinorder,17e,36244344,747526
semi,joinorder,17e,4167491,322169
semi,joinorder,17e,2528312,24307
semi,joinorder,17f,36244344,1037924
semi,joinorder,17f,2528312,40811
semi,joinorder,17f,536716,61280
semi,joinorder,17f,2609129,126895
semi,joinorder,18a,14906,1671
semi,joinorder,18a,1380035,10160
semi,joinorder,18a,14835720,81205
semi,joinorder,18a,2528312,394
semi,joinorder,18b,961555,13659
semi,joinorder,18b,52629,3575
semi,joinorder,18b,784488,8
semi,joinorder,18c,1380035,226638
semi,joinorder,18c,2528312,144595
semi,joinorder,18c,1244716,38275
semi,joinorder,18c,3184466,168554
semi,joinorder,19a,3140339,47387
semi,joinorder,19a,901343,14910
semi,joinorder,19a,574556,20115
semi,joinorder,19a,6768,151
semi,joinorder,19a,2609129,367
semi,joinorder,19a,13590555,2163
semi,joinorder,19b,3140339,40408
semi,joinorder,19b,901343,13701
semi,joinorder,19b,7,3
semi,joinorder,19b,5409,109
semi,joinorder,19b,440138,23
semi,joinorder,19b,13590555,372
semi,joinorder,19c,3140339,47387
semi,joinorder,19c,50011,1202
semi,joinorder,19c,2528312,76048
semi,joinorder,19c,901343,14910
semi,joinorder,19c,2609129,3601
semi,joinorder,19c,13590555,18579
semi,joinorder,19d,3140339,47387
semi,joinorder,19d,2528312,76048
semi,joinorder,19d,961555,26243
semi,joinorder,19d,901343,14910
semi,joinorder,19d,2609129,44589
semi,joinorder,19d,14835720,173090
semi,joinorder,1a,2609129,8309
semi,joinorder,1a,2528312,105
semi,joinorder,1b,2609129,120
semi,joinorder,1b,716259,4
semi,joinorder,1c,17816,23
semi,joinorder,1c,391666,12
semi,joinorder,1d,2609129,120
semi,joinorder,1d,2528312,3
semi,joinorder,20a,2528312,29863
semi,joinorder,20a,135086,10331
semi,joinorder,20a,36244344,377489
semi,joinorder,20b,2528312,29863
semi,joinorder,20b,135086,10331
semi,joinorder,20b,36244344,144546
semi,joinorder,20c,2528312,21046
semi,joinorder,20c,135086,7926
semi,joinorder,20c,36244344,131110
semi,joinorder,20c,4167491,3451
semi,joinorder,21a,29997,250
semi,joinorder,21a,910581,25
semi,joinorder,21a,1271989,69
semi,joinorder,21a,234997,32
semi,joinorder,21a,153897,31
semi,joinorder,21b,29997,1321
semi,joinorder,21b,1042800,52
semi,joinorder,21b,1271989,92
semi,joinorder,21b,234997,43
semi,joinorder,21b,4523930,324
semi,joinorder,21c,29997,250
semi,joinorder,21c,2528312,29
semi,joinorder,21c,1271989,91
semi,joinorder,21c,234997,42
semi,joinorder,21c,936223,55
semi,joinorder,22a,440138,252817
semi,joinorder,22a,662065,153542
semi,joinorder,22a,1380035,6799
semi,joinorder,22a,234997,2140
semi,joinorder,22a,4523930,28422
semi,joinorder,22b,440138,252817
semi,joinorder,22b,533369,121649
semi,joinorder,22b,1380035,450
semi,joinorder,22b,234997,251
semi,joinorder,22b,4523930,1493
semi,joinorder,22c,440138,260386
semi,joinorder,22c,1012920,236932
semi,joinorder,22c,1380035,34340
semi,joinorder,22c,234997,5614
semi,joinorder,22c,4523930,201572
semi,joinorder,22d,2609129,1254240
semi,joinorder,22d,1012920,236932
semi,joinorder,22d,1380035,112759
semi,joinorder,22d,234997,56955
semi,joinorder,22d,4523930,338280
semi,joinorder,23a,2528312,19311
semi,joinorder,23a,1891,975
semi,joinorder,23a,2609129,22452
semi,joinorder,23a,4523930,156
semi,joinorder,23b,2528312,1102
semi,joinorder,23b,540,384
semi,joinorder,23b,135086,128
semi,joinorder,23b,2609129,1003
semi,joinorder,23b,1771,2
semi,joinorder,23c,2528312,19311
semi,joinorder,23c,5053,4
semi,joinorder,23c,2609129,62275
semi,joinorder,23c,4523930,166
semi,joinorder,24a,391666,357
semi,joinorder,24a,2609129,3265
semi,joinorder,24a,13590555,19212
semi,joinorder,24a,1576,247
semi,joinorder,24a,3140339,220
semi,joinorder,24a,50011,6
semi,joinorder,24a,901343,338
semi,joinorder,24b,4523930,88
semi,joinorder,24b,2609129,36
semi,joinorder,24b,13590555,280
semi,joinorder,24b,867477,57
semi,joinorder,24b,3140339,13
semi,joinorder,24b,50011,1
semi,joinorder,24b,901343,19
semi,joinorder,25a,2528312,30320
semi,joinorder,25a,1380035,49239
semi,joinorder,25a,4523930,318037
semi,joinorder,25a,1244716,3525
semi,joinorder,25a,3184466,2656
semi,joinorder,25b,30801,23
semi,joinorder,25b,1380035,30
semi,joinorder,25b,4523930,74
semi,joinorder,25b,1244716,3
semi,joinorder,25b,3184466,2
semi,joinorder,25c,1380035,226638
semi,joinorder,25c,2528312,144595
semi,joinorder,25c,4523930,1393190
semi,joinorder,25c,1244716,12533
semi,joinorder,25c,3184466,8378
semi,joinorder,26a,2528312,21046
semi,joinorder,26a,135086,1098
semi,joinorder,26a,36244344,37085
semi,joinorder,26a,3140339,9784
semi,joinorder,26a,4167491,991
semi,joinorder,26b,1012920,2713
semi,joinorder,26b,135086,257
semi,joinorder,26b,36244344,1334
semi,joinorder,26b,3140339,366
semi,joinorder,26c,135086,7926
semi,joinorder,26c,2528312,21046
semi,joinorder,26c,1380035,2798
semi,joinorder,26c,36244344,131004
semi,joinorder,26c,3140339,32537
semi,joinorder,27a,29997,1802
semi,joinorder,27a,1802,1026
semi,joinorder,27a,910581,47
semi,joinorder,27a,135086,7
semi,joinorder,27a,1271989,35
semi,joinorder,27a,234997,17
semi,joinorder,27a,4523930,39
semi,joinorder,27b,29997,1802
semi,joinorder,27b,1802,1026
semi,joinorder,27b,46583,7
semi,joinorder,27b,135086,3
semi,joinorder,27b,1271989,10
semi,joinorder,27b,234997,9
semi,joinorder,27b,4523930,14
semi,joinorder,27c,29997,250
semi,joinorder,27c,2528312,29
semi,joinorder,27c,135086,13
semi,joinorder,27c,1271989,38
semi,joinorder,27c,234997,22
semi,joinorder,27c,936223,20
semi,joinorder,28a,2528312,609058
semi,joinorder,28a,135086,15141
semi,joinorder,28a,440138,11500
semi,joinorder,28a,234997,1171
semi,joinorder,28a,1380035,6036
semi,joinorder,28a,4523930,47290
semi,joinorder,28b,1012920,21299
semi,joinorder,28b,135086,1410
semi,joinorder,28b,440138,408
semi,joinorder,28b,234997,151
semi,joinorder,28b,308267,50
semi,joinorder,28b,4523930,1132
semi,joinorder,28c,1012920,236932
semi,joinorder,28c,135086,10179
semi,joinorder,28c,440138,14251
semi,joinorder,28c,234997,1476
semi,joinorder,28c,1380035,5628
semi,joinorder,28c,4523930,72707
semi,joinorder,29a,836701,76
semi,joinorder,29a,135086,1
semi,joinorder,29a,50011,1
semi,joinorder,29a,901343,3
semi,joinorder,29a,2609129,22
semi,joinorder,29a,2963664,163
semi,joinorder,29a,13590555,456
semi,joinorder,29a,4523930,108
semi,joinorder,29b,836701,76
semi,joinorder,29b,76,1
semi,joinorder,29b,135086,1
semi,joinorder,29b,50011,1
semi,joinorder,29b,901343,3
semi,joinorder,29b,2609129,22
semi,joinorder,29b,2963664,163
semi,joinorder,29b,387683,1
semi,joinorder,29b,4523930,108
semi,joinorder,29c,1042800,249
semi,joinorder,29c,135086,61
semi,joinorder,29c,2609129,415
semi,joinorder,29c,13590555,5706
semi,joinorder,29c,3140339,88
semi,joinorder,29c,50011,3
semi,joinorder,29c,901343,166
semi,joinorder,29c,2963664,970
semi,joinorder,2a,2609129,148487
semi,joinorder,2a,2528312,4377
semi,joinorder,2b,2609129,148487
semi,joinorder,2b,2528312,2584
semi,joinorder,2c,2609129,148487
semi,joinorder,2c,2528312,0
semi,joinorder,2d,2609129,148487
semi,joinorder,2d,2528312,24646
semi,joinorder,30a,2528312,63848
semi,joinorder,30a,135086,11077
semi,joinorder,30a,1380035,1054
semi,joinorder,30a,4523930,43252
semi,joinorder,30a,1244716,262
semi,joinorder,30a,3184466,221
semi,joinorder,30b,2528312,63848
semi,joinorder,30b,135086,11077
semi,joinorder,30b,1380035,6
semi,joinorder,30b,4523930,291
semi,joinorder,30b,1244716,5
semi,joinorder,30b,3184466,4
semi,joinorder,30c,135086,23778
semi,joinorder,30c,2528312,144595
semi,joinorder,30c,1380035,20461
semi,joinorder,30c,4523930,390990
semi,joinorder,30c,1244716,2766
semi,joinorder,30c,3184466,1947
semi,joinorder,31a,1380035,3246
semi,joinorder,31a,2528312,1421
semi,joinorder,31a,73047,444
semi,joinorder,31a,4523930,21473
semi,joinorder,31a,1244716,203
semi,joinorder,31a,3184466,173
semi,joinorder,31b,2528312,119
semi,joinorder,31b,1380035,362
semi,joinorder,31b,73047,9
semi,joinorder,31b,4523930,714
semi,joinorder,31b,1244716,10
semi,joinorder,31b,3184466,6
semi,joinorder,31c,2528312,1421
semi,joinorder,31c,1380035,3246
semi,joinorder,31c,188971,813
semi,joinorder,31c,4523930,27128
semi,joinorder,31c,1244716,241
semi,joinorder,31c,4167491,220
semi,joinorder,32a,2528312,1
semi,joinorder,32a,29997,0
semi,joinorder,32a,18,0
semi,joinorder,32a,2528312,0
semi,joinorder,32b,2528312,41819
semi,joinorder,32b,29997,4388
semi,joinorder,32b,18,16
semi,joinorder,32b,2528312,3594
semi,joinorder,33a,2528312,570
semi,joinorder,33a,445860,98
semi,joinorder,33a,2609129,2306
semi,joinorder,33a,84843,37
semi,joinorder,33a,2609129,141
semi,joinorder,33a,234997,98
semi,joinorder,33a,479,465
semi,joinorder,33b,2609129,2306
semi,joinorder,33b,2306,153
semi,joinorder,33b,2528312,570
semi,joinorder,33b,119565,24
semi,joinorder,33b,2609129,6
semi,joinorder,33b,234997,5
semi,joinorder,33b,674828,2
semi,joinorder,33b,1380035,3
semi,joinorder,33c,2609129,2306
semi,joinorder,33c,1042800,303
semi,joinorder,33c,2528312,570
semi,joinorder,33c,234997,341
semi,joinorder,33c,2609129,640
semi,joinorder,33c,15231,15007
semi,joinorder,33c,234997,287
semi,joinorder,3a,1012920,28951
semi,joinorder,3a,4523930,415025
semi,joinorder,3b,4523930,6869
semi,joinorder,3b,391666,210
semi,joinorder,3c,4523930,2885812
semi,joinorder,3c,2528312,637305
semi,joinorder,4a,4523930,2881657
semi,joinorder,4a,1012920,106021
semi,joinorder,4b,4523930,6032
semi,joinorder,4b,391666,72
semi,joinorder,4c,4523930,3435922
semi,joinorder,4c,2528312,448969
semi,joinorder,5a,113,7
semi,joinorder,5a,24025,1931
semi,joinorder,5a,1012920,0
semi,joinorder,5b,113,5
semi,joinorder,5b,1418,1224
semi,joinorder,5b,391666,0
semi,joinorder,5c,113,8
semi,joinorder,5c,487819,335499
semi,joinorder,5c,2528312,657
semi,joinorder,6a,4523930,14
semi,joinorder,6a,36244344,1242
semi,joinorder,6a,2,1
semi,joinorder,6a,391666,11
semi,joinorder,6b,4523930,35548
semi,joinorder,6b,36244344,201
semi,joinorder,6b,2,1
semi,joinorder,6c,4523930,14
semi,joinorder,6c,438,2
semi,joinorder,6c,36244344,33
semi,joinorder,6c,2,1
semi,joinorder,6d,4523930,35548
semi,joinorder,6d,36244344,1212764
semi,joinorder,6d,2,2
semi,joinorder,6d,2528312,29863
semi,joinorder,6e,4523930,14
semi,joinorder,6e,36244344,1242
semi,joinorder,6e,2,1
semi,joinorder,6e,2528312,14
semi,joinorder,6f,4523930,35548
semi,joinorder,6f,2528312,29863
semi,joinorder,6f,36244344,584444
semi,joinorder,6f,4167491,285237
semi,joinorder,7a,36244344,8764
semi,joinorder,7a,29997,556
semi,joinorder,7a,1007327,22
semi,joinorder,7a,340186,7
semi,joinorder,7a,674692,7
semi,joinorder,7b,36244344,8764
semi,joinorder,7b,76065,356
semi,joinorder,7b,29997,556
semi,joinorder,7b,165759,1
semi,joinorder,7b,674692,2
semi,joinorder,7c,36244344,4526271
semi,joinorder,7c,901343,45938
semi,joinorder,7c,2528312,9803
semi,joinorder,7c,941792,2797
semi,joinorder,8a,2528312,8808
semi,joinorder,8a,48897,1537
semi,joinorder,8a,21066,4
semi,joinorder,8a,901343,6
semi,joinorder,8b,93095,226
semi,joinorder,8b,48897,3
semi,joinorder,8b,21066,2
semi,joinorder,8b,901343,3
semi,joinorder,8c,2528312,571710
semi,joinorder,8c,2728943,835568
semi,joinorder,8c,4167491,155254
semi,joinorder,8d,2528312,571710
semi,joinorder,8d,276403,100173
semi,joinorder,8d,4167491,17778
semi,joinorder,9a,3140339,47387
semi,joinorder,9a,2609129,114925
semi,joinorder,9a,1107888,32556
semi,joinorder,9a,6768,151
semi,joinorder,9a,901343,31
semi,joinorder,9b,3140339,40408
semi,joinorder,9b,512825,14444
semi,joinorder,9b,440138,21122
semi,joinorder,9b,901343,1985
semi,joinorder,9b,5409,13
semi,joinorder,9c,3140339,47387
semi,joinorder,9c,2609129,114925
semi,joinorder,9c,50011,1202
semi,joinorder,9c,2528312,76048
semi,joinorder,9c,901343,426
semi,joinorder,9d,3140339,47387
semi,joinorder,9d,961555,26243
semi,joinorder,9d,2609129,114925
semi,joinorder,9d,2528312,76048
semi,joinorder,9d,901343,9701
prototype,joinorder,10a,3140339,156
prototype,joinorder,10a,1012920,54
prototype,joinorder,10b,391666,6184
prototype,joinorder,10b,1435439,1749
